species;order;family;temperature;int_rate;int_rate_se;sample_size;reference;doi;observations_i;observations_ii;feed_guild;source_dataset;lat;lon;body_length_mm;type_length;source_length
Drosophila suzukii;Diptera;Drosophilidae;17;0.03;;23;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;9;0;;23;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;12;0.011;;23;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;14;0.01;;23;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;17;0.017;;23;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;9;0.056;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;14;0.037;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;17;0.059;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;9;0.068;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;14;0.058;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;17;0.078;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;9;0.038;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;14;0.062;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;17;0.076;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;9;0.053;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;14;0.041;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Drosophila suzukii;Diptera;Drosophilidae;17;0.003;;15;rendon2018;10.1093/jisesa/iey113;different diets and morphs;;fruit borer;this study;44.57750751;-123.292857;5.5;maggots;CABI
Monosteira unicostata;Hemiptera;Tingidae;22;0.06994;0.00207;44;sanchez2017;10.5424/sjar/2017154-11442;;;sucker;this study;40.4167;-3.70358;2.5;adult;
Monosteira unicostata;Hemiptera;Tingidae;25;0.11203;0.00246;40;sanchez2017;10.5424/sjar/2017154-11442;;;sucker;this study;40.4167;-3.70358;2.5;adult;
Monosteira unicostata;Hemiptera;Tingidae;28;0.14933;0.00175;45;sanchez2017;10.5424/sjar/2017154-11442;;;sucker;this study;40.4167;-3.70358;2.5;adult;
Monosteira unicostata;Hemiptera;Tingidae;31;0.1612;0.00396;40;sanchez2017;10.5424/sjar/2017154-11442;;;sucker;this study;40.4167;-3.70358;2.5;adult;
Monosteira unicostata;Hemiptera;Tingidae;34;0.19418;0.00311;40;sanchez2017;10.5424/sjar/2017154-11442;;;sucker;this study;40.4167;-3.70358;2.5;adult;
Monosteira unicostata;Hemiptera;Tingidae;37;0.14333;0.00454;40;sanchez2017;10.5424/sjar/2017154-11442;;;sucker;this study;40.4167;-3.70358;2.5;adult;
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;13;-0.0021;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;15;0.0146;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;18;0.0199;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;21;0.031;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;24;0.0644;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;27;0.1109;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;30;0.1229;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;33;0.0924;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Elasmopalpus lignosellus;Lepidoptera;Pyralidae;36;0.0085;;30;sandhu2013;10.1653/024.096.0258;;;stem borer;this study;29.67154897;-82.33942025;16.2;larvae;University of Florida
Brachycaudus schwartzi;Hemiptera;Aphididae;15;0.109;0.0036;47;satar2002;"10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2";;;sucker;this study;36.61162;-119.52707;2.1;apterous;
Brachycaudus schwartzi;Hemiptera;Aphididae;20;0.199;0.0043;48;satar2002;"10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2";;;sucker;this study;36.61162;-119.52707;2.1;apterous;
Brachycaudus schwartzi;Hemiptera;Aphididae;22.5;0.241;0.0104;47;satar2002;"10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2";;;sucker;this study;36.61162;-119.52707;2.1;apterous;
Brachycaudus schwartzi;Hemiptera;Aphididae;25;0.286;0.0093;43;satar2002;"10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2";;;sucker;this study;36.61162;-119.52707;2.1;apterous;
Brachycaudus schwartzi;Hemiptera;Aphididae;27.5;0.058;0.0205;42;satar2002;"10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2";;;sucker;this study;36.61162;-119.52707;2.1;apterous;
Brachycaudus schwartzi;Hemiptera;Aphididae;30;0.053;0.0344;50;satar2002;"10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2";;;sucker;this study;36.61162;-119.52707;2.1;apterous;
Drosophila suzukii;Diptera;Drosophilidae;13;0.005;0.002;17;schlesener2020;10.1111/eea.12954;;;fruit borer;this study;-29.84253;-53.76806;5.5;maggots;
Drosophila suzukii;Diptera;Drosophilidae;18;0.094;0.008;17;schlesener2020;10.1111/eea.12954;;;fruit borer;this study;-29.84253;-53.76806;5.5;maggots;
Drosophila suzukii;Diptera;Drosophilidae;23;0.19;0.008;17;schlesener2020;10.1111/eea.12954;;;fruit borer;this study;-29.84253;-53.76806;5.5;maggots;
Drosophila suzukii;Diptera;Drosophilidae;25;0.166;0.008;17;schlesener2020;10.1111/eea.12954;;;fruit borer;this study;-29.84253;-53.76806;5.5;maggots;
Drosophila suzukii;Diptera;Drosophilidae;28;0.088;0.1;17;schlesener2020;10.1111/eea.12954;;;fruit borer;this study;-29.84253;-53.76806;5.5;maggots;
Melanaphis sacchari;Hemiptera;Aphididae;15;0.197;0.006;150;souza2020;10.1653/024.103.0419;;;sucker;this study;31.18074757;-92.41020146;2;apterous;CABI
Melanaphis sacchari;Hemiptera;Aphididae;20;0.274;0.013;150;souza2020;10.1653/024.103.0419;;;sucker;this study;31.18074757;-92.41020146;2;apterous;CABI
Melanaphis sacchari;Hemiptera;Aphididae;25;0.405;0.03;150;souza2020;10.1653/024.103.0419;;;sucker;this study;31.18074757;-92.41020146;2;apterous;CABI
Melanaphis sacchari;Hemiptera;Aphididae;30;0.124;0.017;150;souza2020;10.1653/024.103.0419;;;sucker;this study;31.18074757;-92.41020146;2;apterous;CABI
Melanaphis sacchari;Hemiptera;Aphididae;32;0.197;0.017;150;souza2020;10.1653/024.103.0419;;;sucker;this study;31.18074757;-92.41020146;2;apterous;CABI
Symmetrischema tangolias;Lepidoptera;Gelechiidae;5;-0.020251572;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;constant temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;10;0.01081761;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;constant temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;15;0.033836478;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;constant temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;20;0.051069182;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;constant temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;25;0.039937107;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;constant temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;30;-0.019308176;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;constant temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;5;-0.002012579;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;fluctuating temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;10;0.011320755;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;fluctuating temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;15;0.032012579;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;fluctuating temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;20;0.047610063;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;fluctuating temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;25;0.042075472;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;fluctuating temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Symmetrischema tangolias;Lepidoptera;Gelechiidae;30;-0.006226415;;;sporleder2017;10.1111/jen.12321;ilcym simulation arbitrary values;fluctuating temperatures;stem borer;this study;-12.06798512;-75.21421379;13;larvae;https://www.sinavimo.gob.ar/plaga/symmetrischema-tangolias
Spodoptera litura;Lepidoptera;Noctuidae;20;0.129;0.00049;;rao2014;10.1016/j.cropro.2014.09.004;;;leaf chewer;this study;17.3497294;78.50172537;32;larvae;CABI
Spodoptera litura;Lepidoptera;Noctuidae;25;0.178;0.0053;;rao2014;10.1016/j.cropro.2014.09.004;;;leaf chewer;this study;17.3497294;78.50172537;32;larvae;CABI
Spodoptera litura;Lepidoptera;Noctuidae;27;0.23;0.006;;rao2014;10.1016/j.cropro.2014.09.004;;;leaf chewer;this study;17.3497294;78.50172537;32;larvae;CABI
Spodoptera litura;Lepidoptera;Noctuidae;30;0.223;0.006;;rao2014;10.1016/j.cropro.2014.09.004;;;leaf chewer;this study;17.3497294;78.50172537;32;larvae;CABI
Spodoptera litura;Lepidoptera;Noctuidae;33;0.272;0.014;;rao2014;10.1016/j.cropro.2014.09.004;;;leaf chewer;this study;17.3497294;78.50172537;32;larvae;CABI
Spodoptera litura;Lepidoptera;Noctuidae;35;0.278;0.016;;rao2014;10.1016/j.cropro.2014.09.004;;;leaf chewer;this study;17.3497294;78.50172537;32;larvae;CABI
Aphis gossypii;Hemiptera;Aphididae;20;0.426;0.009;49;steenis1995;10.1111/j.1570-7458.1995.tb01954.x;;;sucker;this study;51.99259091;4.207893143;1.5;apterous;CABI
Aphis gossypii;Hemiptera;Aphididae;25;0.556;0.013;49;steenis1995;10.1111/j.1570-7458.1995.tb01954.x;;;sucker;this study;51.99259091;4.207893143;1.5;apterous;CABI
Aphis gossypii;Hemiptera;Aphididae;30;0.51;0.013;49;steenis1995;10.1111/j.1570-7458.1995.tb01954.x;;;sucker;this study;51.99259091;4.207893143;1.5;apterous;CABI
Aphis glycines;Hemiptera;Aphididae;31;0.1061;0.001;50;tian2020;10.1653/024.103.0213;;;sucker;this study;45.79883;126.5304;1.7;apterous length;
Aphis glycines;Hemiptera;Aphididae;18;0.2093;0.0046;28;tian2020;10.1653/024.103.0213;;;sucker;this study;45.79883;126.5304;1.7;apterous length;
Aphis glycines;Hemiptera;Aphididae;23;0.3165;0.006;31;tian2020;10.1653/024.103.0213;;;sucker;this study;45.79883;126.5304;1.7;apterous length;
Aphis glycines;Hemiptera;Aphididae;28;0.3363;0.0135;26;tian2020;10.1653/024.103.0213;;;sucker;this study;45.79883;126.5304;1.7;apterous length;
Anthonomus eugenii;Coleoptera;Curculionidae;15;0.036;0.002729592;14;toapanta2005;10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;;;fruit borer;this study;29.65197;-82.32498;3.5;adult;
Anthonomus eugenii;Coleoptera;Curculionidae;18;0.033;0.00502551;15;toapanta2005;10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;;;fruit borer;this study;29.65197;-82.32498;3.5;adult;
Anthonomus eugenii;Coleoptera;Curculionidae;21;0.061;0.00869898;18;toapanta2005;10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;;;fruit borer;this study;29.65197;-82.32498;3.5;adult;
Anthonomus eugenii;Coleoptera;Curculionidae;24;0.0539;0.002066327;18;toapanta2005;10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;;;fruit borer;this study;29.65197;-82.32498;3.5;adult;
Anthonomus eugenii;Coleoptera;Curculionidae;27;0.0691;0.008673469;18;toapanta2005;10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;;;fruit borer;this study;29.65197;-82.32498;3.5;adult;
Anthonomus eugenii;Coleoptera;Curculionidae;30;0.1088;0.015357143;19;toapanta2005;10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;;;fruit borer;this study;29.65197;-82.32498;3.5;adult;
Anthonomus eugenii;Coleoptera;Curculionidae;33;0.0547;-0.006811224;13;toapanta2005;10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;;;fruit borer;this study;29.65197;-82.32498;3.5;adult;
Cicadulina bipunctata;Hemiptera;Cicadellidae;16.5;0.005;;6;tokuda2005;10.1303/aez.2005.213;;;sucker;this study;32.94648563;130.8553259;3.1;female;CABI (Cicadulina mbila)
Cicadulina bipunctata;Hemiptera;Cicadellidae;19.2;0.028;;8;tokuda2005;10.1303/aez.2005.213;;;sucker;this study;32.94648563;130.8553259;3.1;female;CABI (Cicadulina mbila)
Cicadulina bipunctata;Hemiptera;Cicadellidae;22.1;0.056;;14;tokuda2005;10.1303/aez.2005.213;;;sucker;this study;32.94648563;130.8553259;3.1;female;CABI (Cicadulina mbila)
Cicadulina bipunctata;Hemiptera;Cicadellidae;25.3;0.098;;12;tokuda2005;10.1303/aez.2005.213;;;sucker;this study;32.94648563;130.8553259;3.1;female;CABI (Cicadulina mbila)
Cicadulina bipunctata;Hemiptera;Cicadellidae;28.4;0.105;;15;tokuda2005;10.1303/aez.2005.213;;;sucker;this study;32.94648563;130.8553259;3.1;female;CABI (Cicadulina mbila)
Cicadulina bipunctata;Hemiptera;Cicadellidae;31.4;0.111;;15;tokuda2005;10.1303/aez.2005.213;;;sucker;this study;32.94648563;130.8553259;3.1;female;CABI (Cicadulina mbila)
Cicadulina bipunctata;Hemiptera;Cicadellidae;34;0.087;;16;tokuda2005;10.1303/aez.2005.213;;;sucker;this study;32.94648563;130.8553259;3.1;female;CABI (Cicadulina mbila)
Thrips palmi;Thysanoptera;Thripidae;15;0.046;;18;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;15;0.039;;24;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;15;0.046;;22;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;15;0.022;;16;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;26;0.099;;22;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;26;0.094;;20;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;26;0.125;;23;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;26;0.084;;25;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;32;0.143;;26;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;32;0.153;;22;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;32;0.139;;24;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;32;0.052;;25;tsai1995;10.1093/ee/24.6.1598;;;sucker;this study;26.32073171;-80.22189701;1.5;adults;PIRSA
Bryobia praetiosa;Acari;Tetranychidae;15;0.0721;0.0011;24;ullah2020;10.1093/jee/toz294;;;sucker;this study;35.46669;139.4151;0.85;female;
Bryobia praetiosa;Acari;Tetranychidae;20;0.129;0.002;48;ullah2020;10.1093/jee/toz294;;;sucker;this study;35.46669;139.4151;0.85;female;
Bryobia praetiosa;Acari;Tetranychidae;25;0.1679;0.0021;51;ullah2020;10.1093/jee/toz294;;;sucker;this study;35.46669;139.4151;0.85;female;
Bryobia praetiosa;Acari;Tetranychidae;30;0.1203;0.0064;29;ullah2020;10.1093/jee/toz294;;;sucker;this study;35.46669;139.4151;0.85;female;
Calepitrimerus vitis;Acari;Eriophyidae;17;0.035;;28;walton2010;10.1603/EN09197;;;sucker;this study;45.2506592;-123.0666586;0.25;adults;UC IPM
Calepitrimerus vitis;Acari;Eriophyidae;22;0.109;;25;walton2010;10.1603/EN09197;;;sucker;this study;45.2506592;-123.0666586;0.25;adults;UC IPM
Calepitrimerus vitis;Acari;Eriophyidae;25;0.141;;20;walton2010;10.1603/EN09197;;;sucker;this study;45.2506592;-123.0666586;0.25;adults;UC IPM
Calepitrimerus vitis;Acari;Eriophyidae;28;0.112;;26;walton2010;10.1603/EN09197;;;sucker;this study;45.2506592;-123.0666586;0.25;adults;UC IPM
Calepitrimerus vitis;Acari;Eriophyidae;31;0.112;;21;walton2010;10.1603/EN09197;;;sucker;this study;45.2506592;-123.0666586;0.25;adults;UC IPM
Liriomyza trifolii;Diptera;Agromyzidae;20;0.096;0.004;;wang2014;10.1371/journal.pone.0098761;;;leafminer;this study;18.25280046;109.4987183;3;larvae;CABI
Liriomyza trifolii;Diptera;Agromyzidae;25;0.186;0.005;;wang2014;10.1371/journal.pone.0098761;;;leafminer;this study;18.25280046;109.4987183;3;larvae;CABI
Liriomyza trifolii;Diptera;Agromyzidae;31;0.194;0.082;;wang2014;10.1371/journal.pone.0098761;;;leafminer;this study;18.25280046;109.4987183;3;larvae;CABI
Liriomyza trifolii;Diptera;Agromyzidae;33;0.171;0.01;;wang2014;10.1371/journal.pone.0098761;;;leafminer;this study;18.25280046;109.4987183;3;larvae;CABI
Liriomyza sativae;Diptera;Agromyzidae;20;0.095;0.004;;wang2014;10.1371/journal.pone.0098761;;;leafminer;this study;18.25280046;109.4987183;3;larvae;CABI
Liriomyza sativae;Diptera;Agromyzidae;25;0.178;0.006;;wang2014;10.1371/journal.pone.0098761;;;leafminer;this study;18.25280046;109.4987183;3;larvae;CABI
Liriomyza sativae;Diptera;Agromyzidae;31;0.224;0.008;;wang2014;10.1371/journal.pone.0098761;;;leafminer;this study;18.25280046;109.4987183;3;larvae;CABI
Liriomyza sativae;Diptera;Agromyzidae;33;0.229;0.01;;wang2014;10.1371/journal.pone.0098761;;;leafminer;this study;18.25280046;109.4987183;3;larvae;CABI
Thrips palmi;Thysanoptera;Thripidae;16;0.0427;0.001;39;yadav2012;10.1007/s13355-012-0114-x;;;sucker;this study;22.69656102;120.4705823;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;19;0.0566;0.001;25;yadav2012;10.1007/s13355-012-0114-x;;;sucker;this study;22.69656102;120.4705823;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;22;0.0979;0.001;34;yadav2012;10.1007/s13355-012-0114-x;;;sucker;this study;22.69656102;120.4705823;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;25;0.1738;0.01;39;yadav2012;10.1007/s13355-012-0114-x;;;sucker;this study;22.69656102;120.4705823;1.5;adults;PIRSA
Thrips palmi;Thysanoptera;Thripidae;31;0.2237;0.001;59;yadav2012;10.1007/s13355-012-0114-x;;;sucker;this study;22.69656102;120.4705823;1.5;adults;PIRSA
Hypera postica;Coleoptera;Curculionidae;11.5;0.0144;0.0003;20;zahiri2010;10.1603/EC09063;;;leaf chewer;this study;34.79833;48.51485;5.5;adult;
Hypera postica;Coleoptera;Curculionidae;14;0.0247;0.0004;20;zahiri2010;10.1603/EC09063;;;leaf chewer;this study;34.79833;48.51485;5.5;adult;
Hypera postica;Coleoptera;Curculionidae;19;0.0571;0.0014;20;zahiri2010;10.1603/EC09063;;;leaf chewer;this study;34.79833;48.51485;5.5;adult;
Hypera postica;Coleoptera;Curculionidae;24;0.0831;0.0016;20;zahiri2010;10.1603/EC09063;;;leaf chewer;this study;34.79833;48.51485;5.5;adult;
Hypera postica;Coleoptera;Curculionidae;29;0.1138;0.0029;20;zahiri2010;10.1603/EC09063;;;leaf chewer;this study;34.79833;48.51485;5.5;adult;
Hypera postica;Coleoptera;Curculionidae;31.5;0.1044;0.0028;20;zahiri2010;10.1603/EC09063;;;leaf chewer;this study;34.79833;48.51485;5.5;adult;
Helicoverpa armigera;Lepidoptera;Noctuidae;15;0.02605;;20;noor2018;10.1093/jee/toy271;corrigendum;;fruit borer;this study;31.45372;73.13153;40;larvae;Koppert
Helicoverpa armigera;Lepidoptera;Noctuidae;20;0.07038;;30;noor2018;10.1093/jee/toy271;corrigendum;;fruit borer;this study;31.45372;73.13153;40;larvae;Koppert
Helicoverpa armigera;Lepidoptera;Noctuidae;25;0.13824;;30;noor2018;10.1093/jee/toy271;corrigendum;;fruit borer;this study;31.45372;73.13153;40;larvae;Koppert
Helicoverpa armigera;Lepidoptera;Noctuidae;30;0.114;;30;noor2018;10.1093/jee/toy271;corrigendum;;fruit borer;this study;31.45372;73.13153;40;larvae;Koppert
Helicoverpa armigera;Lepidoptera;Noctuidae;35;0.04951;;16;noor2018;10.1093/jee/toy271;corrigendum;;fruit borer;this study;31.45372;73.13153;40;larvae;Koppert
Helicoverpa armigera;Lepidoptera;Noctuidae;37.5;0.01245;;20;noor2018;10.1093/jee/toy271;corrigendum;;fruit borer;this study;31.45372;73.13153;40;larvae;Koppert
Tirathaba rufivena;Lepidoptera;Pyralidae;20;0.0334;;12;zhong2017;10.1653/024.100.0314;;;leaf chewer;this study;19.5499985;110.7699998;25;larvae;http://14.139.185.57:8080/jspui/bitstream/123456789/2400/1/7_1_49-50_0000.pdf
Tirathaba rufivena;Lepidoptera;Pyralidae;24;0.0465;;17;zhong2017;10.1653/024.100.0314;;;leaf chewer;this study;19.5499985;110.7699998;25;larvae;http://14.139.185.57:8080/jspui/bitstream/123456789/2400/1/7_1_49-50_0000.pdf
Tirathaba rufivena;Lepidoptera;Pyralidae;28;0.0892;;25;zhong2017;10.1653/024.100.0314;;;leaf chewer;this study;19.5499985;110.7699998;25;larvae;http://14.139.185.57:8080/jspui/bitstream/123456789/2400/1/7_1_49-50_0000.pdf
Tirathaba rufivena;Lepidoptera;Pyralidae;32;0.071;;22;zhong2017;10.1653/024.100.0314;;;leaf chewer;this study;19.5499985;110.7699998;25;larvae;http://14.139.185.57:8080/jspui/bitstream/123456789/2400/1/7_1_49-50_0000.pdf
Tirathaba rufivena;Lepidoptera;Pyralidae;36;0.0648;;6;zhong2017;10.1653/024.100.0314;;;leaf chewer;this study;19.5499985;110.7699998;25;larvae;http://14.139.185.57:8080/jspui/bitstream/123456789/2400/1/7_1_49-50_0000.pdf
Dalbulus gelbus;Hemiptera;Cicadellidae;20;0.326577976;;30;madden1986;10.1111/j.1744-7348.1986.tb01986.x;;;sucker;gaston1988;20.67296;-103.41943;4.3;adults;
Dalbulus gelbus;Hemiptera;Cicadellidae;23;0.433100867;;30;madden1986;10.1111/j.1744-7348.1986.tb01986.x;;;sucker;gaston1988;20.67296;-103.41943;4.3;adults;
Dalbulus gelbus;Hemiptera;Cicadellidae;26;0.550816401;;30;madden1986;10.1111/j.1744-7348.1986.tb01986.x;;;sucker;gaston1988;20.67296;-103.41943;4.3;adults;
Dalbulus gelbus;Hemiptera;Cicadellidae;29;0.561230577;;30;madden1986;10.1111/j.1744-7348.1986.tb01986.x;;;sucker;gaston1988;20.67296;-103.41943;4.3;adults;
Dalbulus eliminatus;Hemiptera;Cicadellidae;20;0.379930364;;30;madden1986;10.1111/j.1744-7348.1986.tb01986.x;;;sucker;gaston1988;19.61887;-98.93502;4.3;adults;CABI
